step,train_loss,train_acc,dev_loss,dev_acc
0,27.99568748474121,0.08475,47.98037338256836,0.07685714285714286
100,1.2215193510055542,0.59775,1.2879981994628906,0.5991428571428571
200,1.1262940168380737,0.6345,1.1501942873001099,0.622
300,1.0253617763519287,0.636,1.0934051275253296,0.6398571428571429
400,1.0189558267593384,0.66525,1.0249531269073486,0.6561428571428571
500,0.9978751540184021,0.66025,1.026186466217041,0.653
600,0.8833756446838379,0.68175,0.9692158102989197,0.6638571428571428
700,0.8420942425727844,0.6825,0.9467714428901672,0.6788571428571428
800,0.9612213969230652,0.7025,0.9626238346099854,0.6815714285714286
900,0.7427260875701904,0.69775,0.9298681020736694,0.6812857142857143
1000,0.9301068782806396,0.70125,0.9118734002113342,0.685
1100,0.5187437534332275,0.78375,0.7135534286499023,0.7708571428571429
1200,0.5814366936683655,0.79275,0.686279296875,0.7861428571428571
1300,0.47432470321655273,0.80575,0.660188615322113,0.7867142857142857
1400,0.4841020405292511,0.805,0.6342509984970093,0.7924285714285715
1500,0.432189404964447,0.8235,0.628327488899231,0.799
1600,0.509385347366333,0.81475,0.6318964958190918,0.7882857142857143
1700,0.5450858473777771,0.81,0.6298651695251465,0.792
1800,0.5486659407615662,0.81825,0.6141605973243713,0.799
1900,0.5594754219055176,0.83125,0.63028883934021,0.8024285714285714
2000,0.5049574971199036,0.83075,0.6091678142547607,0.805
2100,0.4098198115825653,0.8355,0.6030266880989075,0.8034285714285714
2200,0.553344190120697,0.83475,0.5821959972381592,0.8061428571428572
2300,0.6622311472892761,0.8215,0.61064213514328,0.8055714285714286
2400,0.5809866189956665,0.829,0.6449965238571167,0.7945714285714286
2500,0.40867334604263306,0.83375,0.5789278745651245,0.8091428571428572
2600,0.4048590064048767,0.84025,0.5861137509346008,0.8125714285714286
2700,0.5529029965400696,0.8335,0.607200562953949,0.7987142857142857
2800,0.48318639397621155,0.82575,0.619727373123169,0.7958571428571428
2900,0.5300309658050537,0.838,0.620866060256958,0.8051428571428572
3000,0.7200489640235901,0.83875,0.6282722353935242,0.8062857142857143
3100,0.457689493894577,0.84725,0.6086428761482239,0.8084285714285714
3200,0.494804710149765,0.84625,0.6109907031059265,0.8092857142857143
3300,0.4152359068393707,0.848,0.5987142324447632,0.8077142857142857
3400,0.39974212646484375,0.852,0.6063153743743896,0.8144285714285714
