step,train_loss,train_acc,dev_loss,dev_acc
0,2.301403522491455,0.09675,2.3029956817626953,0.10285714285714286
100,2.3035659790039062,0.092,2.302607774734497,0.10285714285714286
200,2.305138349533081,0.1005,2.302623987197876,0.09742857142857143
300,2.3022572994232178,0.0955,2.302610158920288,0.10285714285714286
400,2.3029520511627197,0.09575,2.302628755569458,0.10285714285714286
500,2.3018887042999268,0.1,2.302656888961792,0.103
600,2.301232099533081,0.1015,2.302858829498291,0.103
700,2.302004814147949,0.1075,2.302727699279785,0.09928571428571428
800,2.3024942874908447,0.106,2.3027522563934326,0.09571428571428571
900,2.302372694015503,0.1075,2.302682876586914,0.09742857142857143
1000,2.3026349544525146,0.09675,2.3026702404022217,0.096
1100,2.30256986618042,0.09425,2.302799701690674,0.096
1200,2.301363945007324,0.107,2.3028814792633057,0.09742857142857143
1300,2.3024163246154785,0.09275,2.302701234817505,0.09742857142857143
1400,2.3025197982788086,0.10575,2.30269193649292,0.096
1500,2.302306890487671,0.1035,2.3028066158294678,0.09742857142857143
1600,2.302616834640503,0.09825,2.3027265071868896,0.09928571428571428
1700,2.303051710128784,0.104,2.3026680946350098,0.096
1800,2.30328631401062,0.10325,2.302828073501587,0.096
1900,2.301520586013794,0.094,2.3029708862304688,0.09928571428571428
2000,2.302475929260254,0.09475,2.3028578758239746,0.09928571428571428
2100,2.3035688400268555,0.09975,2.302885055541992,0.09785714285714285
2200,2.302772045135498,0.10175,2.3028922080993652,0.09928571428571428
2300,2.3023569583892822,0.09925,2.3029215335845947,0.09928571428571428
2400,2.3026621341705322,0.0965,2.3029823303222656,0.09928571428571428
2500,2.3024141788482666,0.0985,2.302992820739746,0.09571428571428571
2600,2.3024168014526367,0.10025,2.3028359413146973,0.09571428571428571
2700,2.301304817199707,0.094,2.302901029586792,0.09571428571428571
2800,2.3029775619506836,0.09625,2.3029134273529053,0.09571428571428571
2900,2.302948236465454,0.0995,2.3028173446655273,0.096
3000,2.304619312286377,0.10525,2.3029165267944336,0.09571428571428571
3100,2.3023481369018555,0.10075,2.302804470062256,0.09928571428571428
3200,2.301629066467285,0.0945,2.3027446269989014,0.09742857142857143
3300,2.303680658340454,0.1075,2.302818536758423,0.096
3400,2.302027940750122,0.09975,2.3028314113616943,0.096
