step,train_loss,train_acc,dev_loss,dev_acc
0,35.244102478027344,0.109,26.93370246887207,0.10157142857142858
100,1.2588934898376465,0.691,1.0564876794815063,0.693
200,0.673961877822876,0.7285,0.8261973857879639,0.7314285714285714
300,0.6739485263824463,0.76,0.7268441915512085,0.757
400,0.5585905313491821,0.7845,0.6738828420639038,0.7788571428571428
500,0.6714907288551331,0.792,0.6539776921272278,0.782
600,0.7288312911987305,0.79975,0.6341028809547424,0.7917142857142857
700,0.6262680888175964,0.8015,0.6483949422836304,0.7861428571428571
800,0.4306718707084656,0.81175,0.6299540996551514,0.7934285714285715
900,0.4422737956047058,0.8125,0.5931492447853088,0.8014285714285714
1000,0.5189750790596008,0.82175,0.585288941860199,0.8082857142857143
1100,0.41183656454086304,0.82075,0.6019538044929504,0.7988571428571428
1200,0.5350630879402161,0.82325,0.5747173428535461,0.8107142857142857
1300,0.5990685224533081,0.81875,0.5945099592208862,0.8031428571428572
1400,0.46008291840553284,0.81375,0.5922431349754333,0.8042857142857143
1500,0.39764970541000366,0.82975,0.5760639905929565,0.8097142857142857
1600,0.4126056730747223,0.8255,0.5800549387931824,0.8075714285714286
1700,0.608750581741333,0.82475,0.5629568099975586,0.813
1800,0.38997381925582886,0.8435,0.5578025579452515,0.816
1900,0.4212057590484619,0.8315,0.5677518248558044,0.8098571428571428
2000,0.4359162151813507,0.8265,0.6029350161552429,0.8014285714285714
2100,0.6135420799255371,0.841,0.5567513704299927,0.8131428571428572
2200,0.43983975052833557,0.8435,0.5609294176101685,0.8178571428571428
2300,0.5552964806556702,0.82925,0.5610591769218445,0.817
2400,0.5094924569129944,0.8405,0.5638374090194702,0.8162857142857143
2500,0.496177077293396,0.82925,0.5915634036064148,0.8112857142857143
2600,0.47982221841812134,0.851,0.5736445188522339,0.8171428571428572
2700,0.38133952021598816,0.84575,0.5610557198524475,0.8164285714285714
2800,0.47900477051734924,0.84925,0.567764401435852,0.8211428571428572
2900,0.4695741832256317,0.8545,0.5614162087440491,0.8215714285714286
3000,0.4196678698062897,0.85,0.5698599815368652,0.82
3100,0.5000134706497192,0.84725,0.5640276670455933,0.8202857142857143
3200,0.3807368278503418,0.86025,0.553417444229126,0.819
3300,0.3450946509838104,0.83075,0.5770576596260071,0.8091428571428572
3400,0.3716171979904175,0.84925,0.5679441094398499,0.8197142857142857
