step,train_loss,train_acc,dev_loss,dev_acc
0,43.792259216308594,0.079,25.247432708740234,0.08714285714285715
100,2.4327595233917236,0.45875,2.432101011276245,0.4637142857142857
200,1.7768669128417969,0.55625,1.6213300228118896,0.5472857142857143
300,1.2043349742889404,0.601,1.318573236465454,0.6124285714285714
400,1.1324247121810913,0.646,1.148132085800171,0.6431428571428571
500,0.8874531984329224,0.66825,1.0744727849960327,0.666
600,0.9266595244407654,0.68275,1.0450931787490845,0.671
700,0.9952570199966431,0.69275,0.9319612979888916,0.6885714285714286
800,1.0266255140304565,0.71725,0.872803807258606,0.7095714285714285
900,0.7628077268600464,0.7195,0.8649598360061646,0.7115714285714285
1000,0.8349526524543762,0.722,0.8181871771812439,0.725
1100,0.8034343719482422,0.75025,0.7821798920631409,0.7377142857142858
1200,0.6441028118133545,0.75425,0.7650560736656189,0.739
1300,0.7442126870155334,0.75625,0.7696701288223267,0.7407142857142858
1400,0.6464036703109741,0.744,0.7579960227012634,0.7471428571428571
1500,0.7707896828651428,0.7565,0.7269725799560547,0.7537142857142857
1600,0.7552796602249146,0.753,0.7397034168243408,0.7548571428571429
1700,0.6613773107528687,0.754,0.7350853085517883,0.7517142857142857
1800,0.6080939769744873,0.75325,0.7085375785827637,0.7595714285714286
1900,0.6759414076805115,0.7625,0.7096471190452576,0.7532857142857143
2000,0.7481253147125244,0.75825,0.7093583345413208,0.7608571428571429
2100,0.6243110299110413,0.77125,0.6916607618331909,0.7694285714285715
2200,0.6737068295478821,0.78575,0.6594116687774658,0.7715714285714286
2300,0.5422846674919128,0.77125,0.6690998077392578,0.7732857142857142
2400,0.5709115862846375,0.7845,0.6542984247207642,0.7754285714285715
2500,0.5977408289909363,0.781,0.6638809442520142,0.7687142857142857
2600,0.667090892791748,0.7595,0.7083272337913513,0.7608571428571429
2700,0.7231497168540955,0.79525,0.686502993106842,0.772
2800,0.6145955324172974,0.7865,0.6428428888320923,0.7768571428571428
2900,0.6559393405914307,0.79,0.6537790894508362,0.7777142857142857
3000,0.620701789855957,0.7805,0.6404028534889221,0.7792857142857142
3100,0.7343538403511047,0.79975,0.6345345973968506,0.7844285714285715
3200,0.5959057807922363,0.78975,0.6729097962379456,0.7768571428571428
3300,0.5167140960693359,0.78475,0.6471849679946899,0.7798571428571428
3400,0.5613723397254944,0.77975,0.666946291923523,0.7747142857142857
