step,train_loss,train_acc,dev_loss,dev_acc
0,28.2984561920166,0.136,31.292190551757812,0.137
100,26.629117965698242,0.13825,25.93113136291504,0.13314285714285715
200,21.945087432861328,0.15325,22.45232582092285,0.148
300,19.2899112701416,0.1775,19.829801559448242,0.16557142857142856
400,21.018945693969727,0.1875,17.707855224609375,0.18728571428571428
500,15.733685493469238,0.2145,15.838884353637695,0.2032857142857143
600,12.194084167480469,0.23375,14.123899459838867,0.22342857142857142
700,12.093984603881836,0.251,12.653779983520508,0.24557142857142858
800,10.811018943786621,0.254,11.320945739746094,0.26785714285714285
900,10.1392183303833,0.2755,10.203067779541016,0.29028571428571426
1000,10.76306438446045,0.30725,9.225428581237793,0.31414285714285717
1100,9.334735870361328,0.33625,8.399776458740234,0.3427142857142857
1200,7.230653762817383,0.35775,7.677612781524658,0.3698571428571429
1300,6.605591297149658,0.39025,7.09772253036499,0.396
1400,5.550195693969727,0.4095,6.605420112609863,0.4238571428571429
1500,6.483943939208984,0.44825,6.190564155578613,0.44742857142857145
1600,5.628162860870361,0.47475,5.837090969085693,0.4645714285714286
1700,6.146419525146484,0.471,5.535828590393066,0.48242857142857143
1800,5.354307651519775,0.489,5.273086071014404,0.496
1900,6.166917324066162,0.505,5.0489091873168945,0.5121428571428571
2000,4.402379989624023,0.523,4.84373140335083,0.5244285714285715
2100,4.473337173461914,0.53525,4.667640686035156,0.536
2200,3.8218863010406494,0.54075,4.511054515838623,0.5497142857142857
2300,4.045942783355713,0.5415,4.364530086517334,0.5571428571428572
2400,3.959444284439087,0.55925,4.233761310577393,0.5658571428571428
2500,4.241398811340332,0.5625,4.1127471923828125,0.5768571428571428
2600,3.458372116088867,0.5635,4.002241134643555,0.583
2700,4.140718460083008,0.57025,3.9015491008758545,0.5905714285714285
2800,3.4262423515319824,0.58425,3.8034870624542236,0.5958571428571429
2900,2.397547721862793,0.5995,3.721538782119751,0.6007142857142858
3000,4.193087100982666,0.5985,3.636394500732422,0.6092857142857143
3100,3.986943006515503,0.58975,3.559331178665161,0.6151428571428571
3200,3.038217544555664,0.60975,3.4817893505096436,0.6224285714285714
3300,4.7080979347229,0.611,3.418595790863037,0.6241428571428571
3400,3.7986176013946533,0.618,3.3517556190490723,0.627
